8158,1146
4517,256
4164,4105
6112,4465
3983,3023
5981,486
5134,896
7088,1854
3430,2793
8118,186
1152,1279
7313,4898
1806,3443
6365,3821
10697,535
11238,2715
4469,491
7168,710
4746,2159
2381,3673
3720,2287
4746,283
8107,3435
6777,4863
5219,4090
5381,3009
8596,829
9295,3645
1943,4229
1975,112
2966,1031
10061,3697
7679,3
10466,5246
3980,2520
5283,1134
2410,956
3003,2141
1564,4699
7607,193
11416,4645
8431,3091
10921,3586
8718,5054
9803,3077
7953,2774
5630,4659
795,2038
1835,3318
4607,3589
10125,574
2495,1887
5819,4789
6221,3641
892,2022
5693,1212
10278,1824
10433,3341
8871,2692
7205,1147
376,932
4828,3224
8367,954
7617,2817
2753,2935
2011,1060
8425,3086
10697,4024
2675,553
2923,4773
1396,2058
9012,4790
5170,218
1683,1984
10000,92
6213,3952
7170,1597
7024,4307
152,2539
1196,2935
10269,1018
3475,4935
8205,4164
10872,1674
2142,2757
8315,4909
9811,5133
2238,3542
5358,5020
9638,2812
10707,422
427,1685
7277,3136
4934,1446
7368,5133
3757,1808
1898,218
660,3208
4021,1441
3899,2688
9839,2541
7869,336
3681,4735
4682,3056
8989,108
4059,787
11240,5136
3889,1641
4965,3688
7718,1453
10942,1518
8772,1866
11497,1257
4743,2495
10774,1206
3902,3782
11287,32
5855,5271
5281,275
784,5260
3202,2232
10336,2813
11175,2726
9636,4006
8636,3693
4,2848
2649,36
5733,4553
6246,265
4499,1971
3208,816
10678,4856
4794,4670
11556,2489
7098,3477
1711,4156
6869,4187
10571,406
10425,2857
4182,2070
7131,3929
7850,1419
8964,660
9114,2280
6997,1115
5133,1397
7290,4773
461,1571
7277,1310
11287,3918
5323,1017
9816,1976
4536,256
9812,1922
9551,858
4197,4979
1260,4290
6031,2058
4469,3705
8755,4676
1601,1341
11057,1852
3179,497
1131,4981
6846,475
5448,669
6192,1447
9666,722
9636,3217
1630,2738
6339,2923
9126,1444
10033,3042
3539,4116
7470,1975
8913,4265
6923,2674
892,1697
7977,1412
2234,3086
10033,1281
7663,5235
9681,1560
6416,677
3012,3222
8871,2305
5505,2043
9915,2556
5561,3019
5932,4559
7872,2276
5504,5116
2512,186
4372,2342
2541,4096
4934,1294
9343,3904
8979,3944
8025,1232
9045,5121
2142,1199
5353,3444
5454,816
3326,3488
1217,4197
2714,3048
1131,4368
2617,1215
9964,459
2192,4351
9801,3811
1185,4469
7368,3260
1460,258
9335,5261
10466,508
1099,4618
9160,3708
3576,4910
5584,3907
11336,4025
6146,4724
5647,4416
1237,5047
6580,1885
9308,1251
10433,3426
11535,551
1253,158
3482,412
10338,1640
4326,1268
1750,3733
478,1539
5630,2478
3757,3819
1940,4467
9310,230
5130,4863
10189,4064
8337,4226
7354,512
9636,2546
8253,133
6939,1010
1357,3682
10084,2523
10897,2293
378,4460
4857,187
1491,222
4011,616
5639,841
8815,123
11133,3210
2132,4758
4469,548
9496,4574
11556,454
6550,4405
3153,2317
10289,3010
2842,4069
2855,2239
4404,4211
8406,924
6335,1668
9492,3100
4259,1793
11146,2206
4643,3336
10924,4864
3313,4967
6046,3505
9638,5036
306,3345
9746,1984
8858,2821
2513,3296
9177,3643
6893,3182
1594,584
9995,1319
1716,80
189,256
3569,1752
6719,1528
427,390
10805,2606
2796,2684
4659,2947
4070,1715
9931,1447
5304,1715
9297,1353
8596,3383
11061,3809
7992,2139
6665,3419
6406,175
7278,2219
10412,4871
2232,4537
9505,4750
7781,1944
6208,4960
608,668
3050,3483
2377,1087
5908,4892
5645,4588
6654,5232
5395,585
2211,4286
11529,5215
5318,2428
677,223
8970,2026
580,183
1856,4619
6961,2509
9597,87
11208,1272
1775,1969
6205,503
9559,950
5211,239
5532,1574
4932,3328
499,4621
659,3974
6054,2983
4569,2647
11215,3411
6939,3985
3049,4329
6604,1697
5400,1058
11036,1680
2914,810
4034,4590
9681,2367
3808,4801
332,1166
9579,216
4613,4009
4799,4420
2751,3346
9323,1395
8219,4684
8621,3211
499,3229
2132,386
9471,67
9891,686
7663,4850
6862,1205
2100,4984
6862,4907
6719,5059
7908,546
8988,2891
925,3156
7441,3441
9185,480
11401,4871
11152,1163
4246,327
2665,257
10408,247
9024,1809
11246,3084
9672,4825
6528,3885
879,4361
447,3155
4021,2276
10778,2059
9759,4929
2172,2169
8291,1391
11310,1422
9319,4920
10518,79
6441,2540
3337,3800
6045,3152
5971,998
5094,1097
7885,4431
1683,273
11556,2675
3908,2397
2539,1153
5066,4202
7325,1922
1325,1716
10830,4297
3929,2238
5037,116
174,2774
7992,4960
10145,173
4142,577
8928,4066
11524,3838
7830,3409
3601,3947
1289,871
3688,5271
10209,2983
1428,1642
7345,4605
5304,2959
2794,4469
4102,1070
5992,569
3256,1326
4499,3265
10872,2832
7188,4679
1270,4557
4061,3819
4878,474
11549,3348
3964,4134
2425,4912
6580,1701
3202,3217
1309,5153
4021,886
5025,2249
1158,3273
6448,2335
7403,4069
2419,1197
8291,2055
2377,3261
5321,2791
6846,1281
11177,653
11086,4321
8288,3815
2630,4475
26,4104
8928,3016
2189,1427
836,1284
5072,2867
6777,2150
6454,4816
5440,3540
6004,787
2520,2378
6703,3283
598,2225
8620,2397
6007,4615
8024,1805
6139,2150
3384,872
8200,2819
8366,2990
5159,93
8682,4928
3909,3304
461,644
4597,2673
8367,3781
11057,2385
1792,5047
2385,2717
10754,4669
265,2415
9579,1938
6490,2773
8855,5196
6111,2786
2234,415
2848,4034
7132,3794
10141,435
4239,1073
3153,1777
7134,559
7131,770
6071,2862
8683,1388
2512,1907
8762,1948
3292,1956
4021,1516
2002,398
1864,3387
8145,1560
10590,3553
9570,13
7545,619
7777,5119
10153,1242
720,4370
6740,190
4378,4143
9253,2817
1223,1094
10419,2704
4084,324
4264,2198
1711,5139
7977,2861
7219,14
11340,945
6431,324
1791,2201
1020,872
3322,803
8336,142
9823,2913
2512,2577
452,3875
815,4931
3337,4900
2665,4686
6294,4927
5698,2738
2276,2791
3221,3608
5621,592
9870,149
1475,4246
8551,1815
10805,4704
11285,4249
1267,138
10084,2410
6591,4740
7800,3470
9839,2361
6281,328
6246,930
8253,636
8189,4496
6616,5188
11068,2306
6137,4054
2887,1442
6431,875
5647,3442
3049,4740
4121,1324
9483,3335
6304,5086
1202,1051
8344,5081
2842,1488
10899,4751
8799,469
7417,658
6779,2606
7111,4150
720,979
11068,4627
3980,1913
1480,3312
9842,431
1873,2672
2699,1172
8597,976
3929,3586
5901,1716
4711,4270
7178,5109
154,1235
9182,3579
10985,484
5112,1705
787,2997
1183,374
3603,4457
11320,5115
664,923
8163,4715
8427,400
7029,28
11166,1164
7611,1026
10879,299
7028,4
3379,2032
2425,1482
438,3405
4766,2547
7232,608
5032,2736
4303,1719
8833,855
5352,2441
4659,4909
9759,812
8916,2592
4688,4487
1031,3591
9310,3345
1357,1516
8307,4207
7065,3570
6468,782
7507,2841
2557,3236
8201,3724
4570,4626
2462,3801
5823,572
7182,4560
11094,805
8542,4401
9313,1211
1753,4871
2410,5008
4160,3777
9335,2335
9931,3657
7571,2488
9723,4668
2778,1711
5714,5010
2899,1013
291,332
8815,900
9902,4742
8288,1165
8253,1186
2528,392
9221,659
9424,4521
1411,3900
11312,4371
10530,3673
1718,193
4303,3929
8315,4117
2773,2310
3153,3964
6495,145
1629,2839
4928,5200
2713,2892
10525,1627
5395,1883
2675,2721
11054,3757
7524,2266
2002,97
2406,1385
4244,1001
359,3959
11467,1976
406,2147
8591,2563
7148,1000
5886,1060
4857,1930
9012,1238
2773,1075
9988,2178
3075,2324
2234,5180
8413,1743
10268,2482
4578,3296
5074,442
5631,1143
5932,360
7636,4411
2421,3346
1694,1928
11061,3604
11069,1667
3239,1141
1420,407
8661,2571
7777,737
7061,4663
441,4011
1870,3779
3406,4119
3022,3251
1675,2074
11371,1961
7940,3241
7212,194
3580,4201
795,1337
6980,1944
10466,2601
9130,2967
10333,2111
6719,2925
10105,2086
6250,4879
5175,400
7974,3925
10699,2128
9964,1839
2557,3376
10967,1343
1074,4144
6777,4337
3022,5004
5937,1521
2275,3017
4061,1377
6944,4905
5933,65
1354,515
921,285
3758,3682
2065,2726
8108,4255
4686,2783
6330,2131
303,1285
1791,4055
8318,538
9734,4794
2002,2391
2717,146
9514,1056
1630,1679
1182,3596
3332,1211
11409,3843
10200,2860
7906,2161
1031,41
9006,1308
2717,2208
5193,3923
2385,2723
6967,819
7462,3303
9012,1579
2751,2252
2158,2107
7325,1751
3601,4637
281,5200
4043,270
3100,3320
1248,967
1834,95
7285,1295
7722,2551
4059,2569
8225,2460
2908,1793
7817,327
2899,3096
9698,5219
2742,1777
7198,5044
1202,203
378,4349
3914,171
1791,1662
2229,4554
9915,743
7411,3376
8072,2302
1074,5155
2103,5013
6365,5172
7325,1298
6044,159
189,3274
10897,1756
8135,1402
815,3636
7494,854
1177,3559
6796,1886
1579,5030
1141,2445
3938,1626
2092,2759
3899,1997
9030,3453
8889,2337
8867,3304
7328,2825
311,4457
10464,1457
88,2598
6959,3072
5505,660
9731,416
5845,323
10607,271
7830,1087
6722,3835
2319,59
10125,1300
3620,5254
580,1247
5932,3597
4192,2650
1237,5238
5450,3249
2191,3771
10754,3985
5343,4652
6335,1781
7980,6
803,2332
9065,5120
4965,828
7291,1697
9720,2153
6208,1783
7029,3849
1822,1295
10833,5044
1943,2759
3620,2788
7774,3948
8314,4536
6016,636
2794,3022
10129,1813
1547,2000
1383,4268
5561,4720
9359,1663
5813,4644
1694,3246
7330,932
1491,3228
9323,1773
7111,3033
10517,1432
4279,4038
5181,3827
4951,3154
5181,1875
5318,4790
6360,4101
8452,2785
7170,4776
5048,4248
8485,3750
5675,10
2263,5164
843,246
4117,3745
6838,3258
6806,3762
1835,3
3482,1320
7330,213
9869,479
10310,3498
10692,1403
7885,2731
10921,2902
6204,1600
376,3307
966,4209
7550,4330
5645,5190
5577,867
3963,1276
10145,500
2127,317
969,2947
1752,1120
4244,3946
1670,481
10827,999
4868,3184
4,1086
1138,768
4469,3768
3040,2203
3206,4721
9177,4728
9342,4586
2791,3080
10636,1665
10747,233
10026,2906
4851,216
8970,4044
7313,2720
9837,4129
1822,3641
7253,5076
5899,4641
9292,2366
7239,2633
10408,358
2510,612
10884,4192
1870,3031
4102,892
4860,2256
4549,5110
11473,1634
10513,2845
9326,127
1975,4151
1860,4220
5826,2612
4080,2189
2404,4147
2815,329
1981,945
7977,5281
9180,1934
2052,3318
9856,287
265,4825
815,1708
7111,1318
6926,692
6481,4801
4061,5083
11221,2055
8695,880
4700,4795
8253,792
7132,3201
10058,5229
1979,4129
9617,1865
11370,2903
1992,3607
5823,2007
4,959
6086,5262
9503,562
1158,2555
3573,1839
7131,2637
11166,4781
7957,2442
2417,3994
9180,1409
3817,1161
