815,Rules: kaFsguFOCURVzlOkndkBYRxhMabhLUsFbpbWeIhJRpiubdlvvNZNvIbxojRUlMUgluFigVeAFdXENAZnyqFXQzygnYbr
67,Rules: lZUWjUuSTZTchDPfjSGaSEpUQqtUicElyYSfnDaSwIDxaLqEfewAsfLzGzELjDxwHHYHBerLaUMpBnChVfvfQXDrsswwGEelkxyZrgWyIDKsaZyiRunrjasJOcSJGDFRrDTkUwGVeyPidopNyzqaesXtMbmUnAoFuBKyiOujzoUbHJwYNzofahsAYepQnpLccRLEISCzCkuCOqgHoMxArBghBJJUVgQBTgxYWCknhhKcwKtauKVREwrCYMJnLp
108,Rules: WUDqefYmrVrbdBPCIDAPXYjbrSfAitlOQkSubYQVWqzxYyBCBXGOvWqzdspeFAvtYAnhEpYVXwyqaHOcrrzpZJQBFcaFseULPeqQyagDpMxYWjXXPlXpcWonqMcXhBYnbJZpMwhKSDVpdKsKGGMVXjLSYwaBNalzhRtjOuwMFHBnwkpvPuBLPBHlLCEAJVepJGHnURgxqeyoJuENatdSnJiTDIreCHcGmPAnSwkWUqdRhoDKDvLXhLaJEFVQUvGNWhXmwYtqNiEaLtjWfZedjrX
376,Rules: BatfqapjHNlKLKUxxMBwNDZrVanIzixUYzUAnvfwasIyGYAwuMrCDwMWSWUTTkjinVuvxCfkmJFUjUJKTEnhhcBsPMYINYGpWfpvdVAEcaLPjwKZDmuAoIvpYffLJRnMSIlPNakwczqbLMXFpJEHyJamHBYKUcPCsYrWFQjkGpltMPffTKjbpGHIsXnPSqFJYyAOcljQXJxpezELGbKdZrJELFxdDydTIiZhEAEpMpxVUBjNLGCSwXDeYwjXaWxHxBiLihnjXsoTprMLIERtbmNsJqoIvUlmQvRaIRLaiBMNyUvEhwyLbGrVEXJPvyoNCRkNdEzDUNDVyNHvdqmiHYydiJOwcRecYwrFcyYcVOMyswjwjtcxsBFSNZYBYfelDGrGxpZpKExuGRoGWheDTlIccWcXGCcKkBHzWWmtXOtDweqbpTSOvxSakjzYmLEZLLDSXjDwDMSeVgWyYctkhpqvKAgaOyUJCPSKalltmB
180,Rules: DWnaclJLzATdLmNQklPWrSjcCfoxUgJhiIRrAHRFuJLVaFcWDkMMeEjHVkPjlGrlxAxNbgGgoISVtNzJQBHMgQzPaxzbqRoGALctzokjXKTMGGjLzZYBWPlmlRKWsKvUbecdsNLHOJqEKdcwZcMzZJGVnwazplfwUEZaxApsugqKXGfQkhPSRWBHdeI
471,Rules: xIYlWWIqlFemRTDrEkMrlJXsCOPAAXuoIoZJsvYGwMwVZWDtlgbrwZRqVPOtzuqEJkISjyKNVblJKkQDqBEUrkpKaUjelgStCjwnzLqthPoWWNzDCjXaPZlMWJPh
394,Rules: LfGUoMQLixNSpZDAxmnnOfcLeykdwkARwvfhBpLoKkDaZeCvlPPBCDXAMRbFCGcEUiOcWqkLWundyZgQpFblHPWblTPmBArPswX
200,Rules: xVASPTjlOePLyGPEdFEdYsuhNJZucsbsVTSXzrbTaeEJapSqmUzOBGcGrVhaxzYGwcmGPsMRnCJbzutcxeXKkRbTLHsimMfCphKAgKRwrNRONOMUSGQmOQqgNVcEkDnIAwqnenITcBVcSQllgeLqBEbNNunyoBgbwnebVhoRNMjJPXXlqWIfhWWcNWhDJZLomrkfPNHwaPaiETuFLyzanJuZcRDsrxFHTKFNxDLxsmhHmsjrTgJoCzjksajhKgrVDAWJdFwIJXPicNWZXupsxtXyfhwuqtOCMMYXPhnQteMQjFkqtOArUAaRAsLXjGQSJgLPmfAXnGsROuEwIFLSOwO
361,Rules: kyGKKhXXeLWtjlgwUEWQOekYFXEWWbVvhsIkjNyeqaGqEHvkjMhMrRcTMpbZKwqllBhPKurTzwNxzysMxRknROkumiRUcPmXUvCqUJIicfYxJCTvUs
666,Rules: OeijZLAINDhaDzpSrdUgmcRwIYiMSHKEWFeoKjwRoHQSrCAcSERicnxPlrMVkUzRXcSeqOaDgqIfqqjgZCjjqaRAFqnBpFMOSFKwjwcZftLsDqzJXnLnCtDUquazXOxmrYoYYfwbYQeAXIHnXlsDgKyGJNYGcjBjyCXWaTIKHdBJQyXFdPSUvAIvGHYoJQMjdfDoFAdZSQtNlnsZFEaAkbEztKyurBLOnLykPRkV
555,Rules: nhWSXFMJEMgqkLJZDUfTfAGHMEAPVBIfODWUgGGGWTYVIqVLqvLrlIXlnhMZwhyqeEEnWRqEJnSYQOKisjGhwolKHcsQROdzkLFfGc
154,Rules: uiXDjeiTXtUAVtNDDRcCvVIxCPnhqFYujLNIZrJosxhKWWbFrGOszRUygxnKomkOEvZbmHJyiLwiwoyrioQGtWpRtnlliaDgIkSRxKpNUOozNYZPJKpbJdZpsaatqwJbKKQAdjfikeYNIgEJpwfIWAsDHIZAkuhxYhqscVVNehJ
745,Rules: eXJuFjGZChdNazTOBgCuzUyyKEwfBRSRHvimhCQmqaFznKZRxaKSrRvTpmWuSrUhLTeNkIeFHPtcZDKuJMjHQCmhQfAMdfnpXozyDEmZHJSHpIYLvpwfXRzYmXEYqzwKbWkePZUoEoKLFfZFWOeptFNSTUXdYfIqEvVxasLqMkHMySlwqfSMDLYURoiyfVafwOqSGUEhroiVmqeGAuFlYLBiMdXDzPSrwAXYUOEQHuaJRHIWXtsRui
381,Rules: SBoZRHGWRnsWKNHTwqMansZIKVPnahzocwchdDMSRUvNirZhIzYmsqstjfUgSdVBIXFvOmHTdTVYtkVIAzfCLWLIdqGNfaIUkFbkrSZgmemoGnsnKIQOcVPFdTdAFIaofYXqQLdPmmRBASTsaNFPtuPBBfToPVUIuZGpMYuBRNmTCWtPrsoYcNAXWvNOsGGgSZbMMylZkxTKqDQRbVbdQDnCwFTXlxFRZeivzckxySGJlqxtIUoHMwRjBPKvIfQxYSEkKdPNOXBadGIzaKHBDvFNCKQZmTxLBSqNHhtZjCBZaVJJXbLVLmxzYvSyrojotXgIsGHeCtryAjhCHSSMusgkQAjelqYlOaTNbfwcyVByRIiFyOXWpqubtcVfzZYuyySgFvdyLBmUfENooTJHZAQPnOggPRbIaOqYnltrYWvkmgSSgRmUmQlEtCozZokchFhQgYJOIcQZ
621,Rules: kUwLmcIjRSmWGpKaNJauDjuWnXhmUgrCWbagGchECtVZhyALTBQOBQLZPVibyTsrXVUGoqRfTJbOvqSXRStzGBkytihlqsonjAxcQmqgYuHGMQMrvYcDXBjNUhOmoEAnuiarijPGAQtYxJiyoBiUHlRHjjeBBGMzGDGRQUaTaFsJGnneGmYvsClHJsoNtssygjRShOZmZJBccTqqgZYqVinsezsKDidcElesyKAzpfKpvsWWMjxgNohPLylBgpc
163,Rules: iBOYRhQVnRqlUAcbXxQGgZFTimMCRwuZqjvTTEUsVjDrvyiNpfBXKFNpTaYRDljiBQGINJGP
65,Rules: xzIYxncpiDmRUMuzPdmsvrerMrUdzMQfGraxenANmCeuoierhXfTgfQrRPhKjuycDswvNTccqkeyrpblvKeAiLgRexrXgwvPJnsPJPdQdLMCQRfxBaKYtWIsEVOsuNoUXgSSfVjADiTySLseJLhfnxgoKguauuuNaJolHFreHYftQZFBzQbhnkLlSNkCARwOhDYwAfjsoNiBNsOTmCffGTqTdWkSBYZCjhuS
